,Unnamed: 0,id,study.name,effect.key,b,s,n,specialty,outcome.group,outcome.flag,outcome.nr,comparison.nr,RCT,study.year,outcome_name,comparison_name,z,gold_answer_GPT4,llama3-8b-8192,llama_8b_acc,llama3-70b-8192,llama_70b_acc,mixtral-8x7b-32768,mixtral_8x7b_acc,human_response
61,61,CD000031,Covey 2002,STD-Covey-2002 0.706 0.431 68 66,-0.405465108108164,0.500757002704481,134,Psychiatry & Mental Health,efficacy,DICH,1,5,yes,2000.0,SSRI versus placebo/control,Selective Serotonin Reuptake Inhibitors (SSRIs) versus placebo. Abstinence at 6m or greater follow-up.,-0.80970431949695,neutral,based on the study outcome,0,positive,0,neutral. the,1,neu
62,62,CD000031,Da Costa 2002,STD-Da-Costa-2002 3.912 0.542 68 76,1.54044504094715,0.594841137477881,144,Psychiatry & Mental Health,efficacy,DICH,1,2,yes,2002.0,Nortriptyline versus placebo,Nortriptyline. Abstinence at 6m or greater follow-up,2.58967469445475,neutral,based on the study design,0,positive,0,neutral. the,1,neu
63,63,CD000031,Parsons 2009,STD-Parsons-2009 0.507 0.687 71 72,-0.723000143709626,0.727913042543171,143,Psychiatry & Mental Health,efficacy,DICH,1,8,yes,2009.0,St John's wort versus placebo,St John's wort versus placebo. Abstinence at 6m or greater follow-up,-0.993250706408034,neutral,neutral.,1,positive,0,"neutral

",1,neu
64,64,CD000031,Sood 2012,STD-Sood-2012 0.7 0.553 80 40,-0.398639143037764,0.620586175777029,120,Psychiatry & Mental Health,efficacy,DICH,1,9,yes,2012.0,SAMe versus placebo,SAMe versus placebo. Abstinence at 6m or greater follow-up,-0.642359044718701,neutral,based on the study's,0,positive,0,neutral. the,1,neu
65,65,CD000032,Ceesay 1997,STD-Ceesay-1997 0.418 0.429 652 545,-0.889857474806,0.436970427145016,1197,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,1997.0,Stillbirth,Balanced protein/energy supplementation versus control or no intervention in pregnancy,-2.03642493754088,negative,negative.,1,negative.,1,"negative, as still",1,neg
66,66,CD000032,Kafatos 1989,STD-Kafatos-1989 0.373 0.831 223 208,-1.00124745435012,0.842289139934864,431,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Stillbirth,Nutritional education during pregnancy versus no nutritional education (or normal care),-1.1887217902721,negative,negative.,1,negative.,1,"negative, as still",1,neg
67,67,CD000033,Bohn 1989,STD-Bohn-1989 1 0.365 41 41,0.0,0.498482545817653,82,Emergency & Trauma,efficacy,DICH,1,1,yes,1989.0,Death at the end of follow-up,Barbiturate vs no barbiturate,0.0,negative,negative.,1,negative,1,"negative

in",1,neg
68,68,CD000033,Pérez-Bárcena 2008,STD-P_x00e9_rez_x002d_B_x00e1_rcena-2008 1.778 0.28 21 21,1.45083288225746,0.675976659689108,42,Emergency & Trauma,efficacy,DICH,1,3,no,2008.0,Death at the end of follow-up (6 months),Pentobarbital vs Thiopental,2.14627659322545,negative,negative.,1,negative,1,"negative

the",1,neg
69,69,CD000033,Schwartz 1984,STD-Schwartz-1984 0.8 0.414 15 14,-0.405465108108164,0.750661084306402,29,Emergency & Trauma,efficacy,DICH,1,2,yes,1984.0,Death at the end of follow-up (1 year),Barbiturate vs Mannitol,-0.540144036483265,negative,negative.,1,negative,1,"negative

in",1,neg
70,70,CD000034,Laurin 1987,STD-Laurin-1987 0.43 0.551 49 58,-0.968115799738741,0.620006378092995,107,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Operative delivery for fetal distress,Bed rest in hospital versus ambulatory management,-1.56146103321784,negative,negative,1,negative.,1,negative. operative,1,neg
71,71,CD000035,Kulier 1997,STD-Kulier-1997 0.427 0.366 13 10,-2.66722820658196,1.19837853414984,23,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1997.0,No improvement in fetal heart rate abnormality,Tocolytics versus no treatment,-2.22569758267087,negative,negative.,1,negative,1,"negative

in",1,neg
72,72,CD000035,Magann 1993,STD-Magann-1993 0.286 0.746 23 23,-1.52469668397901,0.867742006863901,46,Pregnancy & Childbirth,efficacy,DICH,1,2,no,1993.0,No improvement in fetal heart rate abnormality,Terbutaline versus Magnesium sulphate,-1.75708525335705,negative,negative.,1,negative.,1,"negative, because it",1,neg
73,73,CD000036,Cabero 1988,STD-Cabero-1988 1.171 0.228 44 54,0.283721671235684,0.409636245885491,98,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1988.0,Low birthweight for gestational age,Ritodrine versus control,0.692618570952814,negative,negative.,1,negative,1,negative,1,neg
74,74,CD000037,Campbell 1978,STD-Campbell-1978 1.833 0.298 50 50,0.911517453121497,0.436827144275454,100,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1978.0,Forceps delivery,Prophylactic tocolytics in 2nd stage of labour,2.08667768261835,negative,negative.,1,negative.,1,"the outcome ""forceps",0,neg
75,75,CD000038,Alfirevic 1995,STD-Alfirevic-1995 3.041 1.625 72 73,1.12620024518694,1.64141954503702,145,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1995.0,Perinatal deaths including major malformations,Biophysical profile versus conventional fetal monitoring (CTG),0.686113582960617,negative,negative.,1,negative.,1,negative. perin,1,neg
76,76,CD000039,Bath 2000,STD-Bath-2000 2 0.707 16 18,0.693147180559945,0.707106781186547,34,Neurology,efficacy,DICH,1,1,no,2000.0,"Death or dependency, end of trial by intervention",Blood pressure lowering therapy in acute stroke,0.980258143468547,negative,negative.,1,negative.,1,"negative

in",1,neg
77,77,CD000039,COSSACS 2010,STD-COSSACS-2010 1.105 0.15 379 384,0.099490477838031,0.149938232147918,763,Neurology,efficacy,DICH,1,2,no,2005.0,"Death or dependency, end of trial by C/S",Blood pressure altering by continue or stop prestroke antihypertensives (C/S),0.663543089796344,negative,negative.,1,negative.,1,"negative

the",1,neg
78,78,CD000040,USA 1989,STD-USA-1989 2.981 0.523 36 36,1.15745278869104,0.562923722082412,72,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Preterm labour.,Routine transfusion versus selective transfusion.,2.05614498605477,negative,negative.,1,negative.,1,negative,1,neg
79,79,CD000044,Harrison 1979,STD-Harrison-1979 0.838 0.814 16 14,-0.182321556793955,0.82663978450915,30,Gynaecology & Urology,efficacy,DICH,1,1,no,1979.0,Pregnancy per patient,Bromocriptine vs Placebo,-0.220557442565162,positive,negative.,0,positive,1,positive,1,pos
80,80,CD000046,Ingelman 1953,STD-Ingelman-1953 1.79 0.612 25 20,0.606135803570315,0.632797677328939,45,Pregnancy & Childbirth,efficacy,DICH,1,6,no,1953.0,Single injection given before symptoms subsided,Oxytocin versus placebo,0.957866669373433,neutral,neutral,1,positive,0,neutral. the,1,neu
81,81,CD000046,Kee 1989,STD-Kee-1989 3.603 0.534 35 35,1.38629436111989,0.593616839704664,70,Pregnancy & Childbirth,efficacy,DICH,1,5,no,1989.0,Total Improvement Rating (all outcomes measured by the researcher),Use of Serrapeptase (Danzen) versus placebo,2.33533530115082,positive,based on the study's,0,positive.,1,"positive

the",1,pos
82,82,CD000046,Murata 1965,STD-Murata-1965 8.02 0.543 35 24,2.26868354131836,0.62341753687826,59,Pregnancy & Childbirth,efficacy,DICH,1,8,no,1965.0,Improvement in symptoms (pain and swelling) measured by researcher,Use of Kimotab (Bromelain and trypsin protease complex) versus placebo,3.63910767200858,positive,positive.,1,positive,1,positive,1,pos
83,83,CD000047,Rabinovici 1987,STD-Rabinovici-1987 3.667 0.592 27 27,1.70474809223843,0.72691752689634,54,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Maternal febrile morbidity,Effect of caesarean delivery of the second twin,2.34517401102853,negative,negative.,1,negative.,1,"negative, as mater",1,neg
84,84,CD000048,LeBard 1989,STD-LeBard-1989 0.341 1.045 11 15,-1.29098418131557,1.20037872811421,26,Neonatal,efficacy,DICH,1,1,no,1989.0,Postoperative apnoea/bradycardia,Caffeine vs placebo with induction of general anesthesia,-1.07548072210818,negative,negative.,1,negative.,1,"negative, as ap",1,neg
85,85,CD000049,Janssens 1985,STD-Janssens-1985 0.496 0.53 50 50,-0.72676379135893,0.553122098585887,100,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1985.0,Preterm birth (< 38 weeks),Flunarizine versus no treatment,-1.31393013082821,negative,negative.,1,negative.,1,negative,1,neg
86,86,CD000050,Ford-London,STD-Ford_x002d_London 0.127 0.847 35 38,-2.65324196460721,1.48754307456957,73,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1995.0,Number lost to follow up,CASE MANAGEMENT vs STANDARD CARE,-1.78364042693348,negative,negative,1,negative,1,"negative

l",1,neu
87,87,CD000051,Bung 1987,STD-Bung-1987 0.664 0.342 30 31,-0.653141845946246,0.537570701927193,61,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Non-cephalic births,Cephalic version by postural management,-1.21498780272945,negative,negative.,1,negative.,1,"negative, as c",1,neg
88,88,CD000052,Chou 1995,STD-Chou-1995 0.913 0.651 71 81,-0.0971028304188448,0.691435657072421,152,Lungs,efficacy,DICH,1,1,no,1995.0,Hospital admission,Spacer (chamber) versus nebuliser (multiple-treatment studies),-0.140436538708437,negative,negative.,1,negative,1,"negative, as hospital",1,neg
89,89,CD000052,Ferrés 1989,STD-Ferr_x00e9_s-1989 0.585 0.84 41 48,-0.57251919277133,0.893514576472202,89,Lungs,efficacy,DICH,1,2,no,1989.0,Hospital admission,Spacer (chamber) versus nebuliser (single-treatment studies),-0.640749695468613,negative,negative.,1,negative,1,"negative, as hospital",1,neg
90,90,CD000053,Abden Abdi 1989 SOM,STD-Abden-Abdi-1989-SOM 0.915 0.141 100 101,-0.179133610317767,0.282427619799725,201,Infectious Diseases,efficacy,DICH,1,9,yes,1989.0,Parasitological failure,Metrifonate 3 doses 2 weeks apart: 7.5 mg/kg versus 5 mg/kg,-0.634263782149901,negative,negative.,1,negative,1,"negative, because """,1,neg
91,91,CD000053,Basra 2012 GAB,STD-Basra-2012-GAB 0.574 0.186 30 14,-2.43141796483701,1.10038704479453,44,Infectious Diseases,efficacy,DICH,1,14,yes,2009.0,Parasitological failure at six weeks,Mefloquine versus placebo,-2.20960249971955,negative,negative,1,negative,1,"negative

par",1,neg
92,92,CD000053,Borrmann 2001 GAB,STD-Borrmann-2001-GAB 0.337 0.197 89 30,-2.38262780066758,0.515154943084714,119,Infectious Diseases,efficacy,DICH,1,1,yes,2001.0,Parasitological failure,Praziquantel 40 mg/kg single dose versus placebo,-4.62507024857524,negative,negative.,1,negative.,1,"negative, as it",1,neg
93,93,CD000053,Davis 1981 ZMB,STD-Davis-1981-ZMB 0.168 1.498 45 53,-1.8416491387309,1.52561275816975,98,Infectious Diseases,efficacy,DICH,1,2,yes,1981.0,Parasitological failure at four to six weeks,Praziquantel 40 mg/kg single dose versus lower doses,-1.20715373470021,negative,negative.,1,negative,1,"negative, as it",1,neg
94,94,CD000053,Jewsbury 1976 ZWE,STD-Jewsbury-1976-ZWE 0.407 0.164 55 38,-4.74183555147433,1.44923056022399,93,Infectious Diseases,efficacy,DICH,1,7,yes,1976.0,Parasitological failure,Metrifonate multiple doses versus placebo,-3.27196767831163,negative,negative.,1,negative,1,"negative, as it",1,neg
95,95,CD000053,Kardaman 1985 SDN,STD-Kardaman-1985-SDN 0.714 0.211 110 101,-0.483646405649522,0.301781047827557,211,Infectious Diseases,efficacy,DICH,1,3,yes,1985.0,Parasitological failure,Praziquantel 40 mg/kg single dose versus 2 x 20 mg/kg split dose,-1.60264008999626,negative,negative.,1,negative.,1,"negative, as it",1,neg
96,96,CD000053,Keiser 2010 CIV,STD-Keiser-2010-CIV 0.154 0.558 26 20,-3.13549421592915,0.802170967356439,46,Infectious Diseases,efficacy,DICH,1,12,yes,2008.0,Parasitological failure,Praziquantel versus artesunate,-3.90876053051658,negative,negative.,1,negative,1,negative,1,neg
97,97,CD000053,Rey 1984 NER,STD-Rey-1984-NER 0.752 0.21 50 62,-0.53467683958817,0.384862471874114,112,Infectious Diseases,efficacy,DICH,1,8,yes,1984.0,Parasitological failure at one month,Metrifonate multiple doses versus single dose,-1.38926728029502,negative,negative.,1,negative.,1,"negative, because """,1,neg
98,98,CD000053,Sacko 2009 MLI,STD-Sacko-2009-MLI 1.16 0.098 150 150,0.357600441459675,0.235231531400485,300,Infectious Diseases,efficacy,DICH,1,4,yes,2009.0,Praziquantel 40 mg/single dose versus praziquantel 2 x 40 mg/kg: parasitological failure,Praziquantel 40 mg/kg single dose versus praziquantel 2 x 40 mg/kg or 3 x 40 mg/kg,1.52020623821411,negative,negative.,1,negative,1,"negative, because """,1,neg
99,99,CD000053,van den Biggelaar 02 GAB,STD-van-den-Biggelaar-02-GAB 2.707 0.313 41 21,2.91777073208428,0.700937045185045,62,Infectious Diseases,efficacy,DICH,1,5,yes,,Parasitological failure,Praziquantel 40 mg/kg single dose versus multiple doses,4.16267160100519,negative,negative.,1,negative,1,"negative, as it",1,neg
100,100,CD000053,Wilkins 1987 GMB,STD-Wilkins-1987-GMB 0.448 0.264 33 39,-1.75785791755237,0.520429048943587,72,Infectious Diseases,efficacy,DICH,1,10,yes,1987.0,Praziquantel 40 mg/kg single dose versus metrifonate 10 mg/kg single dose: parasitological failure,Praziquantel versus metrifonate,-3.37770906739474,negative,negative.,1,negative,1,"negative

in",1,neg
101,101,CD000054,Martin 1997,STD-Martin-1997 7.426 2 202 203,1.10848891216402,1.63601450199471,405,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1997.0,Neonatal death,Antibiotic therapy versus placebo or no therapy,0.677554453712052,negative,negative.,1,negative,1,"negative, as ne",1,neg
102,102,CD000055,Canadian Trial,STD-Canadian-Trial 0.363 0.089 1391 1396,-1.05758548217283,0.0953946120934783,2787,Pregnancy & Childbirth,efficacy,DICH,1,1,no,,Not complied with allocated procedure,Chorion villus sampling vs amniocentesis,-11.0864278281932,neutral,negative,0,negative,0,"negative

this",0,neu
103,103,CD000055,Danish Trial,STD-Danish-Trial 1.931 0.197 1443 1074,0.714200589757778,0.218001980391916,2517,Pregnancy & Childbirth,efficacy,DICH,1,2,no,,Number of abnormal karyotypes,Transabdominal CVS vs amniocentesis,3.27611973282909,negative,negative,1,negative,1,"negative

in",1,neg
104,104,CD000056,Connaughton 1974,STD-Connaughton-1974 1.292 0.506 31 31,0.260883879297057,0.511512755603708,62,Gynaecology & Urology,efficacy,DICH,1,1,no,1974.0,Ovulation following all dose ranges,Clomiphene citrate in oligo-amenorrheic women vs placebo,0.510024190871156,positive,positive.,1,positive,1,positive,1,pos
105,105,CD000057,Battacharya 2008,STD-Battacharya-2008 0.789 0.285 192 193,-0.238222788150325,0.28626354111431,385,Gynaecology & Urology,efficacy,DICH,1,1,yes,2008.0,Live birth per woman randomised,Clomiphene versus placebo or no treatment in unexplained subfertility,-0.832179980807261,positive,positive.,1,positive,1,this is considered a positive,0,pos
106,106,CD000058,Glassman 1988,STD-Glassman-1988 5.182 0.745 33 38,1.90954250488444,0.824957911384305,71,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1988.0,Smoking Cessation,Clonidine vs placebo,2.31471506428754,positive,positive,1,positive,1,this is a positive health,0,pos
107,107,CD000059,Essock 1996 (H/CPZ/Flu),STD-Essock-1996-_x0028_H_x002f_CPZ_x002f_Flu_x0029_ 0.645 0.805 138 89,-0.450927482184922,0.828071241531076,227,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1996.0,Death,CLOZAPINE versus TYPICAL ANTIPSYCHOTICS - OVERALL,-0.544551554949755,negative,negative.,1,negative,1,negative,1,neg
108,108,CD000060,Benito Fernandez 2000,STD-Benito-Fernandez-2000 0.667 0.231 51 51,-0.723918839226699,0.405662778132638,102,Lungs,efficacy,DICH,1,1,no,2000.0,Primary outcome: hospital admissions,Anticholinergic and beta2-agonists versus beta2-agonists alone (all protocols),-1.78453355409897,negative,negative.,1,negative.,1,"negative, as hospital",1,neg
109,109,CD000061,Daya 1995a,STD-Daya-1995a 1.723 0.362 115 117,0.554114618819437,0.37060024678788,232,Gynaecology & Urology,efficacy,DICH,1,1,no,1995.0,pregnancy per cycle start,FSH vs hMG in IVF: clinical pregnancy,1.49518146202583,positive,positive.,1,positive,1,this outcome is considered a,0,pos
110,110,CD000062,Flint 1989,STD-Flint-1989 0.139 0.162 503 498,-2.60217206795214,0.257972984299229,1001,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Antenatal clinic waiting time > 15 min,Continuity of caregivers during pregnancy and childbirth,-10.0869944774288,negative,negative.,1,negative.,1,negative. prolong,1,neg
111,111,CD000063,Athens 1993,STD-Athens-1993 1.1 0.168 746 682,0.104976261050519,0.184716749383225,1428,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1993.0,Cesarean delivery,Continuous electronic fetal heart rate monitoring versus intermittent auscultation,0.568309378554126,negative,negative.,1,negative,1,"negative

c",1,neg
112,112,CD000064,Bauer 1973,STD-Bauer-1973 0.425 0.616 28 26,-0.890067536775052,0.64297192893037,54,Neurology,efficacy,DICH,1,1,yes,1973.0,All deaths,Corticosteroids versus placebo,-1.38430232600627,negative,negative.,1,negative,1,negative,1,neg
113,113,CD000065,AMSTERDAM 1980,STD-AMSTERDAM-1980 0.507 0.429 64 58,-0.69203791810566,0.439307169019123,122,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1979.0,RDS,Corticosteroids versus placebo or no treatment,-1.57529393306016,negative,based on the context of,0,negative.,1,the outcome 'rds,0,neg
114,114,CD000066,Buchanan 2010,STD-Buchanan-2010 0.801 0.13 122 123,-0.442698178555468,0.257122736074076,245,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,2010.0,Presence of stretch marks,Topical preparations with active ingredients compared with other topical preparations with active ingredient,-1.72173875136397,negative,negative.,1,negative.,1,negative,1,neg
115,115,CD000066,de Buman 1987,STD-de-Buman-1987 0.75 0.342 60 30,-0.405465108108164,0.488762609953839,90,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1987.0,Presence of stretch marks,Topical preparations with active ingredients compared with placebo or no treatment,-0.829574725747655,negative,negative.,1,negative.,1,"negative, as the",1,neg
116,116,CD000067,Candy 1995,STD-Candy-1995 5.542 0.691 24 19,2.47653840011748,0.854547892654552,43,Gastroenterology,efficacy,DICH,1,1,no,1995.0,Maintenance of remission,Azathioprine versus placebo,2.89806858270332,positive,neutral.,0,positive,1,positive,1,pos
117,117,CD000067,Mantzaris 2004,STD-Mantzaris-2004 1.016 0.164 16 20,0.0800427076735361,0.850150816182876,36,Gastroenterology,efficacy,DICH,1,4,no,2004.0,Maintenance of remission,Azathioprine + infliximab versus infliximab,0.0941511860600486,positive,positive.,1,positive,1,positive,1,pos
118,118,CD000067,Mantzaris 2009,STD-Mantzaris-2009 1.654 0.195 38 39,1.32422193247751,0.498766952500267,77,Gastroenterology,efficacy,DICH,1,3,no,2009.0,Maintenance of remission,Azathioprine versus budesonide,2.65499132578717,positive,neutral.,0,positive,1,positive,1,pos
119,119,CD000067,Maté-Jiménez 2000,STD-Mat_x00e9__x002d_Jim_x00e9_nez-2000 2.125 1.247 15 1,1.22377543162212,1.70811213297709,16,Gastroenterology,efficacy,DICH,1,2,no,2000.0,Maintenance of remission,Azathioprine or 6-mercaptopurine versus mesalazine or sulfasalazine,0.71644911829599,positive,neutral.,0,positive,1,positive,1,pos
120,120,CD000069,Iffland 1989,STD-Iffland-1989 0.161 2.009 14 17,-0.969400557188104,1.67219563583754,31,Gynaecology & Urology,efficacy,DICH,1,1,no,1989.0,Live birth/ongoing pregnancies per woman randomised following treatment,Danazol versus placebo in unexplained subfertility,-0.579717191225995,positive,positive.,1,positive,1,this is considered a positive,0,pos
121,121,CD000070,Li 1987,STD-Li-1987 0.764 0.369 85 73,-0.270656122861854,0.36966338556474,158,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Induction or elective Caesarean,Dietary regulation for 'gestational diabetes',-0.73216913936004,negative,negative,1,negative.,1,"negative

ind",1,neg
122,122,CD000071,AbuRahma 1996,STD-AbuRahma-1996 2.954 1.161 134 130,1.08322736982863,1.16134355773995,264,Neurology,efficacy,DICH,1,1,no,1996.0,Ipsilateral stroke,Perioperative events: synthetic versus vein (< 30 days),0.932736366090202,negative,negative,1,negative,1,negative,1,neg
123,123,CD000071,AbuRahma 2002,STD-AbuRahma-2002 16.123 1.468 100 100,2.7802464923067,1.46764395180007,200,Neurology,efficacy,DICH,1,2,no,2002.0,Ipsilateral Stroke,Perioperative events: Dacron versus other synthetic patch (< 30 days),1.89436033780313,negative,negative,1,negative.,1,negative,1,neg
